Unified_url,Reachable_URL,Way_back_archived,Freenom_top_level_domain,Previous_malicious_top_level_domain_TLD,Name_length,Wrong_spell_List,Longest_word_ratio,Special_mark,sub_domain,Contain_Weried_number_combination,levenshtein_distance,Alexa_rank,Status_code,start_date,wildcard_subdomain,Redirect_URL,Created on 2020
http://covid-19coronavirus.co.uk,0,0,0,0,7,0,0.06666666666666668,1,2,0,0,0,503,2020,0,0,0
http://covid-19finance.co.uk,0,0,0,0,7,0,0.07692307692307693,1,2,0,0,0,503,2020,0,0,0
http://covid-19rc.com,0,0,0,0,6,0,0.10526315789473684,1,1,0,0,0,503,1985,0,0,0
http://covid.seguranca-bb.info,0,0,0,0,7,0,0.07142857142857142,1,2,0,0,0,598,2020,0,0,0
http://covid19---shop.rf.gd,0,0,0,0,7,0,0.08,1,2,0,0,1,598,1992,1,0,0
http://covid19-finance.co.uk,0,0,0,0,7,0,0.07692307692307693,1,2,0,0,0,503,2020,0,0,0
http://covid19-vat.rf.gd,0,0,0,0,7,0,0.09090909090909093,1,2,0,0,1,598,1992,1,0,0
http://covid19.seguranca-bb.info,0,0,0,0,8,0,0.06666666666666668,1,2,0,0,0,598,2020,0,0,0
http://covid19bireyseliadeniz.com,0,0,0,0,10,0,0.06451612903225806,0,1,0,0,1,503,1985,0,0,0
http://covid19evdekalaidatinial.com,0,0,0,0,11,0,0.060606060606060615,0,1,0,0,0,503,1985,0,0,0
http://covid19fund.co.uk,0,0,0,0,7,0,0.09090909090909093,0,2,0,0,0,503,2020,0,0,0
http://covid19hosting.co.uk,0,0,0,0,7,0,0.08,0,2,0,0,0,503,2020,0,0,0
http://covid19lssuedbill.com,0,0,0,0,8,0,0.07692307692307693,0,1,0,0,0,503,1985,0,0,0
http://covid2019colpatria.com.co,0,0,0,0,8,0,0.06666666666666668,0,2,0,0,0,503,2020,0,0,0
http://covidcro.tk,0,0,1,1,5,0,0.125,0,1,0,0,0,503,1997,0,0,0
http://covidguide.guru,0,0,0,0,5,0,0.1,0,1,0,0,0,503,2013,1,0,0
http://covidi9.gq,0,0,1,1,5,0,0.13333333333333333,0,1,0,0,0,503,1997,0,0,0
http://csam-corona.be,0,0,0,0,5,0,0.10526315789473684,1,1,0,0,0,503,1988,0,0,0
http://cutt.ly,0,1,0,0,4,0,0.16666666666666666,0,1,0,0,1,598,1997,0,0,0
http://dlwbfire.org,1,1,0,0,5,0,0.1176470588235294,0,1,0,0,0,200,2013,0,0,0
http://dostaana.ml,0,0,1,1,6,0,0.125,0,1,0,0,0,503,1993,0,0,0
http://ecovida.ru,1,0,0,0,4,0,0.13333333333333333,0,1,0,0,0,200,2018,1,0,0
http://edumetrix.io,1,0,0,0,5,0,0.1176470588235294,0,1,0,0,1,200,2018,0,0,0
http://escalainicial.com.ar,1,1,0,0,8,0,0.08,0,2,0,0,0,200,2012,0,0,0
http://eshop-COVID19.rf.gd,0,0,0,0,8,0,0.08333333333333333,1,2,0,0,1,598,1992,1,0,0
http://eshop-covid19.rf.gd,0,0,0,0,8,0,0.08333333333333333,1,2,0,0,1,598,1992,1,0,0
http://evnt.com.br,1,1,0,0,5,0,0.125,0,2,0,0,0,200,1989,1,0,0
http://faq-coronavirus-financial-help.lsign.site,0,0,0,0,8,0,0.043478260869565216,1,2,0,0,0,503,2020,0,0,0
http://faq-coronavirus-financial-help.nsign.me,0,0,0,0,8,0,0.045454545454545456,1,2,0,0,0,503,2007,0,0,0
http://flatheadcovid.org,1,0,0,0,5,0,0.09090909090909093,0,1,0,0,0,200,1985,0,0,0
http://footytube.top,0,0,0,0,4,0,0.1111111111111111,0,1,0,0,0,503,2014,0,0,0
